,정제된 댓글,label
32918,구독자 만 안되었을 때 부터 출근길 퇴근길 그리고 오건영팀장님 영상 보면서 경제 관념을 키웠는데 년도 안 되는 기간에 만 넘었다니 정말 언젠가 터질 포텐이 이제야 터졌다고 봅니다 앞으로 만까지 가즈아 삼 삼프로 형님들 프 프로그램 계속 해 주세요 언제까지 로 노인정에서도요,0
32919,친구 소개로 삼프로를 알게되어 매일시청한지 년이 넘어가고 있습니다 나름 주식 공부를 하고 투자를 한다고 했는데 시청하며 주식투자에 대한 관점이 바뀌고 투자방법에 대한 많은 도움을 받고 있습니다 앞으로도 좋은 컨텐츠 계속 부탁드리며 초심을 잃지 않으시기 바랍니다 항상응원 합니다,1
32920,감사합니다,1
32921,와 경기도 도지사 성남시장 재임시절 실시햇엇던 정책을 얘기하면서 기본금융의 필요성을 설명하시는 대목에서 정말 감탄햇습니다 정말 다르긴 다릅니다,1
32922,오 돈투님을 이젠 삼프로 에서 보내요 이제 더 바빠져서 유튜브 활동을 접을까 걱정입니다,0
32923,김준성위원님 테슬라와 논테슬라에 대한 흥미진진한 이야기 잘 들었습니다 감사합니다 다음 이야기도 기대가 되네요,1
32924,팟캐스트때부터 들었습니다 저만 알고 싶은 분들인데 어느새 유튜브 구독자만 만이 되었다니 뭔가 다 털린 기분이면서도 뿌듯합니다 축하드립니다 삼프로 언제나 응원하겠습니다,1
32925,너무 유익한 내용 잘 요약해서 설명해 주셔서 감사합니다,1
32926,처음엔 두사람 이야기를 들었다 누가 훌륭한 대통령이될것이지 너무나 너무나 자명했졌다 한쪽이 약간 우세하네 이정도가 아니라 유치원생의 논리와 대학생의 논리정도였다 두번째 든 생각 삼프로 이제껏 열심히 시청했지만 정말감사하다 소위 레거시 미디어라고 하는 조중동은 언급도 하기싫고 대부분의 티비 방송들도 절대로 하지 못하는 일을 삼프로가 해냈다 가장 애국적인 방송이었다 우리 나라의 미래를 위한 더불어 유튜브에도 감사하게 되었다 유튜브가 아니었으면 우리는 그냥 더러운 흑색선전 거짓 루머 등으로 양비론에 빠져 훌륭한 후보를 놓칠뻔했다 그가 누구인지 방송을 본사람은 명확할것이다 설마 윤후보 대담 댓글에 썼다고 해서 이사람이라 생각하는 사람은 없겠지 노파심에,0
32927,깊은 철학과 넓은 지식이 느껴지는 이재명 후보님 방송을 시간 가는줄 모르고 들었어요 유익한 방송 감사합니다,1
32928,매불쇼에서 주식 얘기하며 씁쓸해하던게 엊그제 같은데 도 나가리 되고 처량해보여서 구독했는데 주식 떡상과 함께 채널떡상 상한가 임박 굳 연상 갑시다,1
32929,일본이 오키나와 점령하고 황국신민 만들려고 국민학교 교육 입학율이 였습니다 지금 일본 식민지로 처절하게 살고 있습니다 교육이 이렇게 무서운 겁니다 함부로 교육 운운하면 나라망합니다,0
32930,염차염차 오늘도 감사합니다,1
32931,항상 감사드립니다,1
32932,텔레콤 정보 감사합니다,1
32933,근데 우리나라와 동급으로 보면 안되는 것이 전세제도 때문입니다 담보대출 없이도 전세가 최고 이상도 가는데 이건 이런게 뭔 소용인지요 전세대출 없애면 집값 떨어질텐데 안하죠 이명박근혜 때 떨어지는 집값 보존해주려고 만든 악법임 안그랬으면 서울 진짜 이상 폭락했을 겁니다,1
32934,제가 요즘 잘했다고 생각하는 하나 이년전 펜트하우스 오피스텔과 상가 매매한것입니다 부동산 세금때문에 머리 지끈할거 미리 내다 팔아 다행이예요 지금 아파트도 매매해야 하는데 세입자분이 집을 안보여 줍니다 매매 하려면 제가 입주할 방법밖에 없어 맘이 안 좋아요 남의 마음 아프게 하고 싶지 않은데,0
32935,이프로님 계 속 우겨요 믿는다니까 삼프로 감사합니다 오건영님 박석중님 염차장님 그외도 많은분들 더이상 개미가 그저 개미일수 없는 이유가 되도록 이끌어주시는 분들께 감사드립니다,1
32936,공매는 결국 숏커버가 근본적인 문제자나 숏커버 만기를 년 년 장기로 해준다는거 자체가 말이안되는거야 연장도해주고 그런게어딨어 게다가 수기거래가 난무해 전산에 투명하게 잡히지도 않어 무차입해도 적발하기도 쉽지않어 그러면 다 높은시세에서 공매도쳐야지 안치는놈이 바본겨 디테일을 사기로 만들어놓고 공매도라는 대전제의 순기능만 들먹이며 개미들의 눈과 귀를 속여온거야 그걸 모르고 수십년을 당해온 호구들이 지난 개미시키들이었고 그런상태에서 지금 스마트개미들한테 고따구거를 순기능 운운하며 들이대니 그게 먹히냨 니들지금 장난하냐짘,0
32937,최고의 일타강사네요 진짜 쉽게 설명하네요,1
32938,류영호 연구원님 설명 너무 잘해주세요 감사합니다 또나오시면 좋겠어요,1
32939,유류세 한시적으로 면세 시행하면 얻을 이익이 큽니다 유류세 인하할려면 확실하게 해서 물가를 잡을수 있고 전체 산업에 미치는 영향이 얼마나 클까요 유류세 전체 다 징수하는 세금보다 국민들이 얻을 혜택이 유류세 징수하는것보다 훨씬 클겁니다,1
32940,콜과풋까지 해보셨을줄이야 모든 분야의 경험이 풍부하신 분이라 기대가 됩니다,1
32941,네 토론안하시고 혼자 발표하셔서 스스로 판단이 아주 잘 되었습니다 감사합니다,1
32942,아침에 출근하면서 함께 퇴근후 집에서 함께 어느덧 가족처럼 되버린 삼프로 같이 공부하고 고민하고 생각해 볼 수 있는 정말 훌륭한 방송입니다 다양한 분야의 전문가와 함께 할 수 있어서 좋구요 주변에 많이 알려서 같이 보는분들이 많습니다 앞으로도 좋은 컨텐츠 부탁드리며 삼프로님과 스텝분들도 항상 건강하시고 좋은일들만 가득하시기를 기원합니다,1
32943,오부장님 최고,1
32944,지금 강환국의 자산 배분 전략 강의 수강시 자동매매 알고리즘 백테스팅 이용권 무료 증정 지식인들에게 배우는 일프로 구독하기 강의 공급 및 기업 단체구매 문의 채용공고 확인 및 지원 방법 광고문의 광고문의 강의 및 서비스 문의 경제의신과함께 삼프로 신과함께,1
32945,도둑넘의 나라가 웬 말아냐,0
32946,일산이야기하는건 듣기 불편하네요,0
32947,팟캐스트 신과함께 때부터 듣던 인입니다 삼프로가 이렇게 성장한걸 보면 너무 놀랍고 그때 주식을 샀어야 하는 생각이 드네요 주식이 있지도 않지만요 작년 올해 유독 힘든 해였지만삼프로 덕분에 위기를 기회로 만들고 매일매일 배워나가는 하루를 보낼 수 있어서 감사드립니다 어서 코로나가 진정되서 직접 오픈스튜디오에 가서 년 다이어리에 싸인도 받고싶네요 삼프로를 듣는 모든분들 아직 듣지 않으시는 분들도 올 한해 우리 모두 수고했고 잘 버텨냈다는 말씀 드리고 싶어요 연말 연시 모두 건강하시길 그 어느때보다 바랍니다 조금만 더 힘냅시다 아자아잣,1
32948,한병화 이사님 말씀 감사합니다,1
32949,기존의 질서를 지키려는자 군림 라는 개념없이 사람하나하나가 평등한 미래 그런 미래를 위한 기술을 보고 그 물결을 보는 자 기존의 가치를 끊임없이 지키고 그 틀속에서만 이해하려는자 새로운 기술과 미래를 받아들이고 그런 미래를 희망하는자 차장님은 꼰대같으네요,1
32950,윤후보님의 말씀에는 믿음이 갑니다,1
32951,용어를 영어로 쓰는 건 좋은 데 한국말도 곁들여 주세요 보는 사람이 다양할텐데,1
32952,감사합니다 항상 많은 걸 배우고 있습니다,1
32953,만 구독자 돌파 축하드립니다 이대로 만까진 시간문제고 만까지 갑시다 경제가 공부만해도 재미있게해주는 삼프로 제작진에게 감사드립니다,1
32954,면도좀 해 보기에 안조아,0
32955,삼프로 팬 안할 수 없죠 이런 지식을 무료로 쌓습니다 고태봉센터장님 정말 찐 중 찐입니다 정 말 감사합니다,1
32956,어머 대박 염승환블리님 이사님으로 승진하셨네요 며칠 전 생일때 음력 월 일 구독자들모두가 축하해 주셔서 감사하다는 맨트가 전 깜짝 승진인사 드리는줄 알았는데 제 촉이 맞았네요 정말정말 거듭 축하드립니다 삼프로 세분 프로님들도 언제나 좋은방송 감사드립니다,1
32957,짐 퇴근하고 봅니다 삼프로 홧팅 내 주식도 홧팅,0
32958,지루했어요,0
32959,괴로우니 외로운게 나은데 요즘은 놀게 많아서 외로울 틈도 없다 놀기도 바쁘다 유튜브만 봐도 왜 이렇게 시간이 잘가는지,0
32960,좋은 이야기 감사합니다,1
32961,이해하기 어렵고 복잡한것은 문제가 많을수 있다는,0
32962,우와 이재명 후보가 이렇게 멀쩡하고 실용적인 사람이었나요 저는 재외국민 투표자인데 귀찮고 뽑을 사람 없다 생각했는데 이 프로 보고 결정했습니다 비록 외국에 나와있지만 요즘 우리나라에 대한 인식이 달라져 저희 아이들이 혜택을 많이 보고 있다 믿고 있거든요 더 발전해 나갈 수 있을 것 같은 희망이 보여서 투표하러 나가려고요 이런 컨텐츠 올려주셔서 감사합니다,1
32963,두분 꽁트하시는줄 너무 귀여우세용 항상 감사합니다,1
32964,잘 보았습니다,1
32965,박부장님 늘 감사한 마음입니다,1
32966,축하드립니다 제가 엊그제 가입했는데 경제관련 지식을 알기쉽게 알려주셔서 고마워요,1
32967,삼프로티비 응원합니다 아무 재테크 지식이 없었던 저에게 투자와 금융지식에 대한 많은 도움을 준 채널이에요 앞으로도 쭈욱 좋은 가르침 부탁 드립니다 삼프로님들 다시 한번 감사드려요,1
32968,지금까지 이 재명 후보처럼 고민하고 구체적인 정책으로 제시하고 실천하는 사람을 본 적이 없다 그동안 이런 분인지 전혀 몰랐다는 게 놀랍다 갑자기 변한 것도 아니고 수년 전 정책 질의하는 영상들 요즘 보고 정말 깜짝 놀랐다 그 때도 똑같이 그런 분이었다 워낙 비호감으로 만들어 버려서 아예 신경도 안쓰고 살았는데 너무 몰랐다 원래 이렇게 훌륭하고 진정성 있는 분이었는데 기성언론 포털 절대 안믿고 제대로 된 언론만 찾아본 사람인데도 그런 마타도어에 당하고 있었다 정말 우리나라에는 김대중 노무현 문재인 노회찬 이재명이 있다는 것에 정말 감사하고 자랑스럽다 더 나아질 수 있다는 희망과 비전과 미래를 명확하게 제시해 준다 억강부약 우리는 원한다 이런 대통령을,1
32969,새해 복 많이 받으세요 박부장님 첫날부터 많이 배웁니다 감사합니다,1
32970,조선장 클라스 인증,1
32971,이은택 연구 위원께서 아마 행동경제학의 전망 이론을 를 시간관계상 뛰어넘으신것 같습니다 는 요약해서 사람들은 얻는것보다 잃는것에 더 큰 단위의 행복 혹은 불행을 느끼며 잃으면 잃을수록 잃는것에 대해 느끼는 고통이 무뎌진다는 이론입니다,0
32972,축하드려요 매일 아침 저녁으로 많이 배우고 있습니다 앞으로 한국 경제 컨텐츠하면 삼프로라고 생각할 날이 얼마 안남았네요 감사하구요 다시 한번 축하드려요,1
32973,거만한 자세와 어색한 말투 창피함,0
32974,사랑해요 장,1
32975,금리를 높이면 까지 떨어질겁니다 단지 좋은 주식을 남들이 버릴때 주어담아요,1
32976,감사합니다,1
32977,이원기대표님의 유의미한 내용들을 마음에 되새기면서 투자에 임하도록 노력해보겠습니다 정말 감사하고 알찬 시간이였습니다,1
32978,우리동래 이장수준보다 더 부족한 망상 기똥차서 웃고 간다 십원 하하하,0
32979,태봉이형 같이 일하기 싫은 무서운 상사같은 인상이신데요 안경만 좀 바꾸시면 깐깐한 상사가 아니라 천재 과학자 같은 인상으로 바뀌실거 같아요 한번 해보세요,0
32980,게스트가 도표로 이해하기 쉽게 설명해주시고 대화를 기름지고 세련되게 하셔서 좋으네요 재밌었습니다 시간투자 한만큼 소득얻어서 유쾌하군요,1
